Name,City,State
"Government Engineering College, Jhalawar",Jhalawar,Rajasthan
"B K Birla Institute of Engineering & Technology, Pilani",Jhunjhunun,Rajasthan
Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan
"MBM University, Jodhpur",JODHPUR,Rajasthan
Central University of Rajasthan,Kishangarh,Rajasthan
"Modi Institute of Technology,Kota",Kota,Rajasthan
"Rajasthan Technical University, Kota",Kota,Rajasthan
"Shrinathji Institute of Technology & Engineering, Nathdwara, Rajsamand",Nathdwara,Rajasthan
Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan
"Aravali Institute of Technical Studies,Udaipur",Udaipur,Rajasthan
College of Technology and Engineering,Udaipur,Rajasthan
Geetanjali Institute of Technical Studies,Udaipur,Rajasthan
"S.S. College of Engineering,Udaipur",UDAIPUR,Rajasthan
Sir Padmapat Singhania University,Udaipur,Rajasthan
Sikkim Manipal Institute of Technology (SMIT),Rangpo,Sikkim
National Institute of Technology Sikkim,South Sikkim,Sikkim
Annamalai University,Annamalainagar,Tamil Nadu
Sree Sowdambika College of Engineering,Aruppukottai,Tamil Nadu
Tagore Institute of Engineering and Technology,Attur,Tamil Nadu
St. Peter`s College of Engineering and Technology,Avadi,Tamil Nadu
Sree Sastha Institute of Engineering and Technology,Chembarambakkam,Tamil Nadu
Adhiparasakthi Engineering College,Chengalpat,Tamil Nadu
Aarupadai Veedu Institute of Technology,Chengalpattu,Tamil Nadu
Karpaga Vinayaga College of Engineering and Technology,Chengalpet,Tamil Nadu
Agni College of Technology,Chennai,Tamil Nadu
ANAND INSTITUTE OF HIGHER TECHNOLOGY,Chennai,Tamil Nadu
Anna University,Chennai,Tamil Nadu
B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu
Central Institute of Plastics Engineering and Technology,Chennai,Tamil Nadu
Chennai Institute of Technology,Chennai,Tamil Nadu
Dhanalakshmi College of Engineering,Chennai,Tamil Nadu
Easwari Engineering College,Chennai,Tamil Nadu
G. K. M. College of Engineering and Technology,Chennai,Tamil Nadu
Gojan School of Business and Technology,Chennai,Tamil Nadu
Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Chennai,Tamil Nadu
Indian Institute of Technology Madras,Chennai,Tamil Nadu
Institute of Food and Dairy Technology,Chennai,Tamil Nadu
JAYA ENGINEERING COLLEGE,Chennai,Tamil Nadu
Jaya Sakthi Engineering College,Chennai,Tamil Nadu
Jeppiaar Engineering College,Chennai,Tamil Nadu
Jerusalem College of Engineering,Chennai,Tamil Nadu
KCG College of Technology,Chennai,Tamil Nadu
Loyola Institute of Technology,Chennai,Tamil Nadu
Loyola-ICAM College of Engineering and Technology,Chennai,Tamil Nadu
M. G. R. Educational and Research Institute,Chennai,Tamil Nadu
Meenakshi Sundararajan Engineering College,Chennai,Tamil Nadu
New Prince Shri Bhavani College of Engineering and Technology,Chennai,Tamil Nadu
Rajalakshmi Engineering College,Chennai,Tamil Nadu
S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu
Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu
Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu
Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu
Sriram Engineering College,Chennai,Tamil Nadu
SRM Valliammai Engineering College,Chennai,Tamil Nadu
St. Joseph College of Engineering,Chennai,Tamil Nadu
St. Joseph`s Institute of Technology,Chennai,Tamil Nadu
Thangavelu Engineering College,Chennai,Tamil Nadu
Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College,Chennai,Tamil Nadu
Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu
Velammal Engineering College,Chennai,Tamil Nadu
Vels Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu
SCAD College of Engineering and Technology,Cheranmahadevi,Tamil Nadu
AKSHAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,Coimbatore,Tamil Nadu
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu
ARJUN COLLEGE OF TECHNOLOGY,COIMBATORE,Tamil Nadu
Asian College of Engineering and Technology,Coimbatore,Tamil Nadu
Christ The King Engineering College,Coimbatore,Tamil Nadu
Coimbatore Institute of Engineering and Technology,Coimbatore,Tamil Nadu
Coimbatore Institute of Technology,Coimbatore,Tamil Nadu
Dhanalakshmi Srinivasan College of Engineering,Coimbatore,Tamil Nadu
Dr. N. G. P. Institute of Technology,Coimbatore,Tamil Nadu
Government College of Technology,Coimbatore,Tamil Nadu
Hindusthan College of Engineering and Technology,Coimbatore,Tamil Nadu
Hindusthan Institute of Technology,Coimbatore,Tamil Nadu
Jansons Institute of Technology,Coimbatore,Tamil Nadu
Kalaignar Karunanidhi Institute of Technology,COIMBATORE,Tamil Nadu
Karpagam College of Engineering,Coimbatore,Tamil Nadu
Karpagam Institute of Technology,Coimbatore,Tamil Nadu
Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu
KGISL Institute of Technology,Coimbatore,Tamil Nadu
KPR Institute of Engineering and Technology,Coimbatore,Tamil Nadu
Kumaraguru College of Technology,Coimbatore,Tamil Nadu
Nehru Institute of Engineering and Technology,Coimbatore,Tamil Nadu
Nehru Institute of Technology,Coimbatore,Tamil Nadu
PSG College of Technology,Coimbatore,Tamil Nadu
PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu
Rathinam Technical Campus,Coimbatore,Tamil Nadu
RVS College of Engineering and Technology,Coimbatore,Tamil Nadu
SNS College of Engineering,Coimbatore,Tamil Nadu
SNS College of Technology,Coimbatore,Tamil Nadu
Sri Eshwar College of Engineering,Coimbatore,Tamil Nadu
Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu
Sri Krishna College of Technology,Coimbatore,Tamil Nadu
Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu
Sri Ramakrishna Institute of Technology,Coimbatore,Tamil Nadu
"SRI RANGANATHAR INSTITUTE OF ENGINEERING AND TECHNOLOGY, COIMBATORE",Coimbatore,Tamil Nadu
Sri Shakthi Institute of Engineering and Technology,Coimbatore,Tamil Nadu
UNITED INSTITUTE OF TECHNOLOGY,Coimbatore,Tamil Nadu
V.S.B College of Engineering Technical Campus,Coimbatore,Tamil Nadu
C K College of Engineering & Technology (Formerly Sri Jayaram Engineering College),Cuddalore,Tamil Nadu
Krishnaswamy College of Engineering,Cuddalore,Tamil Nadu
"N.P.R. College of Engineering and Technology, Natham Village, Dindigul",Dindigul,Tamil Nadu
"PSNA College of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu
R.V.S.College of Engineering,Dindigul,Tamil Nadu
SSM Institute of Engineering and Technology,Dindigul,Tamil Nadu
Roever Engineering College,Elambalur,Tamil Nadu
Erode Sengunthar Engineering College,Erode,Tamil Nadu
Institute of Road and Transport Technology,Erode,Tamil Nadu
Nandha College of Technology,Erode,Tamil Nadu
Nandha Engineering College,Erode,Tamil Nadu
Shree Venkateshwara Hi-Tech Engineering College,Erode,Tamil Nadu
Velalar College of Engineering and Technology,Erode,Tamil Nadu
Adhiyamaan College of Engineering(Autonomous),Hosur,Tamil Nadu
College of Poultry Production and Management,Hosur,Tamil Nadu
Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu
Idhaya Engineering College for Women,Kallakurichi,Tamil Nadu
Academy of Maritime Education and Training,Kancheepuram,Tamil Nadu
Dhaanish Ahmed College of Engineering,Kancheepuram,Tamil Nadu
Mohamed Sathak A.J. College of Engineering,Kancheepuram,Tamil Nadu
Peri Institute of Technology,Kancheepuram,Tamil Nadu
Prince Shri Venkateshwara Padmavathy Engineering College,Kancheepuram,Tamil Nadu
Sri Muthukumaran Institute of Technology,Kancheepuram,Tamil Nadu
Sri Sairam Engineering College,Kancheepuram,Tamil Nadu
St. Josephs College of Engineering,Kancheepuram,Tamil Nadu
Tagore Engineering College,Kancheepuram,Tamil Nadu
JEPPIAAR INSTITUTE OF TECHNOLOGY,Kanchipuram,Tamil Nadu
Builders Engineering College,Kangeyam,Tamil Nadu
Arunachala College of Engineering for Women,Kanniyakumari,Tamil Nadu
St. Xavier`s Catholic College of Engineering,Kanniyakumari,Tamil Nadu
Rohini College of Engineering And Technology,Kanyakumari,Tamil Nadu
Chettinad College of Engineering & Technology,Karur,Tamil Nadu
M.Kumarasamy College of Engineering,Karur,Tamil Nadu
V. S. B. Engineering College,Karur,Tamil Nadu
Theni Kammavar Sangam College of Technology,Koduvilarpatti,Tamil Nadu
National Engineering College,Kovilpatti,Tamil Nadu
Unnamalai Institute of Technology,Kovilpatti,Tamil Nadu
Er. Perumal Manimekalai College of Engineering,Krishnagiri,Tamil Nadu
Government College of Engineering,Krishnagiri,Tamil Nadu
P.S.V.College of Engineering and Technology,Krishnagiri,Tamil Nadu
KAMARAJ COLLEGE OF ENGINEERING & TECHNOLOGY,Madurai,Tamil Nadu
"Latha Mathavan Engineering College, Madurai",Madurai,Tamil Nadu
Thiagarajar College of Engineering,Madurai,Tamil Nadu
Velammal College of Engineering & Technology,Madurai,Tamil Nadu
Dhanalakshmi Srinivasan College of Engineering and Technology,Mamallapuram,Tamil Nadu
A.V.C. College of Engineering,Mayiladuthurai,Tamil Nadu
C. Abdul Hakeem College of Engineering & Technology,Melvisharam,Tamil Nadu
Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Morai,Tamil Nadu
E.G.S. PILLAY ENGINEERING COLLEGE,Nagapattinam,Tamil Nadu
Sir Isaac Newton College of Engineering and Technology (New),Nagapattinam,Tamil Nadu
Tamil Nadu Dr.J.Jayalalithaa Fisheries University,Nagapattinam,Tamil Nadu
"Amrita College of Engineering and Technology, Nagercoil",Nagercoil,Tamil Nadu
Annai Vailankanni College of Engineering,Nagercoil,Tamil Nadu
Loyola Institute of Technology and Science,Nagercoil,Tamil Nadu
Ponjesly College of Engineering,Nagercoil,Tamil Nadu
Stella Mary`s College of Engineering,Nagercoil,Tamil Nadu
University College of Engineering Nagercoil,Nagercoil,Tamil Nadu
EXCEL ENGINEERING COLLEGE,Namakkal,Tamil Nadu
Gnanamani College of Technology,Namakkal,Tamil Nadu
"KSR INSTITUTE FOR ENGINEERING AND TECHNOLOGY, NAMAKKAL",Namakkal,Tamil Nadu
Mahendra Engineering College,Namakkal,Tamil Nadu
Mahendra Institute of Technology,Namakkal,Tamil Nadu
Muthayammal Engineering College,Namakkal,Tamil Nadu
Paavai Engineering College,Namakkal,Tamil Nadu
Selvam College of Technology,Namakkal,Tamil Nadu
SSM College of Engineering,Namakkal,Tamil Nadu
Vivekanandha College of Engineering for Women,Namakkal,Tamil Nadu
A.K.T. Memorial College of Engineering & Technology,"Neelamangalam,Kallakurichi",Tamil Nadu
Kathir College of Engineering,Neelambur,Tamil Nadu
Kongu Engineering College,Perundurai,Tamil Nadu
Dr. Mahalingam College of Engineering and Technology,Pollachi,Tamil Nadu
P. A. College of Engineering and Technology,Pollachi,Tamil Nadu
Kings College of Engineering,Pudukkottai,Tamil Nadu
Mount Zion College of Engineering and Technology,Pudukkottai,Tamil Nadu
Shanmuganathan Engineering College,Pudukkottai,Tamil Nadu
"Mohamed Sathak Engineering College, Kilakarai",Ramanathapuram,Tamil Nadu
Syed Ammal Engineering College,Ramanathapuram,Tamil Nadu
AVS COLLEGE OF TECHNOLOGY ( FORMERLY AVS TECHNICAL CAMPUS),SALEM,Tamil Nadu
AVS Engineering College,Salem,Tamil Nadu
Bharathiyar Institute of Engineering for Women,SALEM,Tamil Nadu
Dhirajlal Gandhi College of Technology,Salem,Tamil Nadu
Government College of Engineering,Salem,Tamil Nadu
Knowledge Institute of Technology,Salem,Tamil Nadu
Mahendra College of Engineering,Salem,Tamil Nadu
Narasu?s Sarathy Institute of Technology,Salem,Tamil Nadu
Salem College of Engineering and Technology,Salem,Tamil Nadu
Sona College of Technology,Salem,Tamil Nadu
The Kavery Engineering College,Salem,Tamil Nadu
Vinayaka Mission's Kirupananda Variyar Engineering College,Salem,Tamil Nadu
K. Ramakrishnan College of Engineering,Samayapuram,Tamil Nadu
SRI SHANMUGHA COLLEGE OF ENGINEERING AND TECHNOLOGY,Sankari,Tamil Nadu
Alagappa Chettiar Government College of Engineering and Technology,Sivaganga,Tamil Nadu
K. L. N. College of Engineering,Sivaganga,Tamil Nadu
AAA COLLEGE OF ENGINEERING AND TECHNOLOGY,Sivakasi,Tamil Nadu
Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu
P.S.R.R College of Engineering,Sivakasi,Tamil Nadu
SAVEETHA ENGINEERING COLLEGE,Sriperumbudur,Tamil Nadu
Sri Venkateswara College of Engineering,Sriperumbudur,Tamil Nadu
Sri Venkateswaraa College of Technology,SRIPERUMBUDUR,Tamil Nadu
Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu
Arasu Engineering College,Thanjavur,Tamil Nadu
Government College of Engineering Thanjavur,Thanjavur,Tamil Nadu
"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur (NIFTEM - Thanjavur)",Thanjavur,Tamil Nadu
Ponnaiyah Ramajayam Institute of Science & Technology,Thanjavur,Tamil Nadu
Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu
"Thamirabharani Engineering College, Tirunelveli",THATCHANALLUR - 627 358,Tamil Nadu
Government College of Engineering,Theni,Tamil Nadu
Nadar Saraswathi College of Engineering & Technology,Theni,Tamil Nadu
Aalim Muhammed Salegh College of Engineering,Thiruvallur,Tamil Nadu
GRT Institute of Engineering and Technology,Thiruvallur,Tamil Nadu
J. N. N. Institute of Engineering,Thiruvallur,Tamil Nadu
Panimalar Engineering College,Thiruvallur,Tamil Nadu
Prathyusha Engineering College,Thiruvallur,Tamil Nadu
R. M. K. College of Engineering and Technology,Thiruvallur,Tamil Nadu
R.M.D Engineering College,Thiruvallur,Tamil Nadu
R.M.K. Engineering College,Thiruvallur,Tamil Nadu
Rajalakshmi Institute of Technology,Thiruvallur,Tamil Nadu
S. A. Engineering College,Thiruvallur,Tamil Nadu
Velammal Institute of Technology,Thiruvallur,Tamil Nadu
Anjalai Ammal Mahalingam Engineering College,Thiruvarur,Tamil Nadu
Grace College of Engineering,Thoothukudi,Tamil Nadu
St. Mother Theresa Engineering College,Thoothukudi,Tamil Nadu
V V College of Engineering,Thoothukudi,Tamil Nadu
Noorul Islam Centre for Higher Education -Kanyakumari,Thuckalay,Tamil Nadu
K. S. R. College of Engineering,Tiruchengode,Tamil Nadu
K.S.Rangasamy College of Technology,Tiruchengode,Tamil Nadu
Sengunthar College of Engineering,Tiruchengode,Tamil Nadu
Sengunthar Engineering College,Tiruchengode,Tamil Nadu
CARE College of Engineering,Tiruchirappalli,Tamil Nadu
Indra Ganesan College of Engineering,Tiruchirappalli,Tamil Nadu
K. Ramakrishnan College of Technology,Tiruchirappalli,Tamil Nadu
KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,Tiruchirappalli,Tamil Nadu
M. A. M. College of Engineering and Technology,Tiruchirappalli,Tamil Nadu
M. I. E. T. Engineering College,Tiruchirappalli,Tamil Nadu
National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu
Saranathan College of Engineering,Tiruchirappalli,Tamil Nadu
TRP Engineering College (New),Tiruchirappalli,Tamil Nadu
"University College of Engineering, BIT Campus Tiruchirappalli",Tiruchirappalli,Tamil Nadu
OAS Institute of Technology and Management Group of Institutions (New),Tiruchirappalli District,Tamil Nadu
Francis Xavier Engineering College,Tirunelveli,Tamil Nadu
Government College of Engineering,Tirunelveli,Tamil Nadu
PSN College of Engineering and Technology,Tirunelveli,Tamil Nadu
PSN Engineering College,Tirunelveli,Tamil Nadu
PSN Institute of Technology & Science,Tirunelveli,Tamil Nadu
S.Veerasamy Chettiar College of Engineering,Tirunelveli,Tamil Nadu
Jai Shriram Engineering College,Tirupur,Tamil Nadu
Periyar Maniammai Institute of Science & Technology,Vallam Thanjavur,Tamil Nadu
Ganadipathy Tulsi's Engineering College,Vellore,Tamil Nadu
Global Institute of Engineering and Technology,Vellore,Tamil Nadu
Vellore Institute of Technology,Vellore,Tamil Nadu
I. F. E. T. College of Engineering,Viluppuram,Tamil Nadu
Mailam Engineering College,Viluppuram,Tamil Nadu
V.R.S. College Of Engineering and Technology,Viluppuram,Tamil Nadu
P. S. R. Engineering College,Virudhunagar,Tamil Nadu
Ramco Institute of Technology,Virudhunagar,Tamil Nadu
Anurag Engineering College,Ananthagiri (V&M),Telangana
Chaitanya (Deemed to be University),Hanamkonda,Telangana
Kakatiya University,Hanumakonda,Telangana
ACE Engineering college,Hyderabad,Telangana
Anurag University,Hyderabad,Telangana
Arjun College of Technology,Hyderabad,Telangana
Aurora's Technological And Research Institute,Hyderabad,Telangana
Aurora`s Scientific & Technological Institute,Hyderabad,Telangana
Bharat Institute of Engineering & Technology,Hyderabad,Telangana
BVRIT Hyderabad College of Engineering for Women,Hyderabad,Telangana
Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana
CMR College of Engineering & Technology,Hyderabad,Telangana
CMR Institute of Technology,Hyderabad,Telangana
CMR Technical Campus,Hyderabad,Telangana
Ellenki College of Engineering & Technology,hyderabad,Telangana
G. Narayanamma Institute of Technology & Science for Women,Hyderabad,Telangana
Global Institute of Engineering & Technology,Hyderabad,Telangana
Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana
Holy Mary Institute of Technology & Science,Hyderabad,Telangana
Hyderabad Institute of Technology & Management,Hyderabad,Telangana
Indian Institute of Technology Hyderabad,Hyderabad,Telangana
Institute of Aeronautical Engineering,Hyderabad,Telangana
International Institute of Information Technology Hyderabad,Hyderabad,Telangana
ISL Engineering College,Hyderabad,Telangana
Jawaharlal Nehru Technological University,Hyderabad,Telangana
JNAFAU School of Planning and Architecture,Hyderabad,Telangana
Joginpally B.R Engineering College,Hyderabad,Telangana
Keshav Memorial Institute of Technology,Hyderabad,Telangana
Lords Institute of Engineering & Technology,Hyderabad,Telangana
Mahatma Gandhi Institute of Technology,Hyderabad,Telangana
Mahaveer Institute of Science &Technology,Hyderabad,Telangana
Mahindra University,Hyderabad,Telangana
Malla Reddy College of Engineering for women,HYDERABAD,Telangana
Malla Reddy Engineering College,Hyderabad,Telangana
Malla Reddy Engineering College for Women (Autonomous),Hyderabad,Telangana
Malla Reddy Institute of Technology,Hyderabad,Telangana
MARRI LAXMAN REDDY INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Hyderabad,Telangana
Matrusri Enginering College,Hyderabad,Telangana
Maulana Azad National Urdu University,Hyderabad,Telangana
Methodist College of Engineering & Technology,Hyderabad,Telangana
MLR INSTITUTE OF TECHNOLOGY,Hyderabad,Telangana
MUFFAKHAM JAH COLLEGE OF ENGINEERING AND TECHNOLOGY,Hyderabad,Telangana
MVSR Engineering College,Hyderabad,Telangana
Nalla Malla Reddy Engineering College,Hyderabad,Telangana
Nalla Narasimha Reddy Education Society`s Group of Institutions,Hyderabad,Telangana
Pallavi Engineering College,Hyderabad,Telangana
Rishi M.S. Institute of Engineering & Technology for Women,Hyderabad,Telangana
Scient Institute of Technology,Hyderabad,Telangana
Shadan College of Engineering & Technology,Hyderabad,Telangana
Shadan Women's College of Engineering & Technology,Hyderabad,Telangana
Siddhartha Institute of Technology & Science,Hyderabad,Telangana
Sphoorthy Engineering College,Hyderabad,Telangana
Sreyas Institute of Engineering & Technology,Hyderabad,Telangana
Sridevi Womens Engineering College,Hyderabad,Telangana
St. Peter's Engineering College,Hyderabad,Telangana
Stanley College of Engineering & Technology for Women,Hyderabad,Telangana
TKR College of Engineering & Technology,Hyderabad,Telangana
University College of Engineering,Hyderabad,Telangana
UNIVERSITY COLLEGE OF TECHNOLOGY (Autonomous),Hyderabad,Telangana
University of Hyderabad,Hyderabad,Telangana
Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana
Vasavi College of Engineering,Hyderabad,Telangana
Vidya Jyothi Institute of Technology,Hyderabad,Telangana
Vignana Bharathi Institute of Technology,Hyderabad,Telangana
Visvesvaraya College of Engineering & Technology,Hyderabad,Telangana
CVR College of Engineering,Ibrahimpatan,Telangana
Guru Nanak Institute of Technology,Ibrahimpatnam,Telangana
Guru Nanak Institutions Technical Campus,Ibrahimpatnam,Telangana
Kamala Institute of Technology & Science,Karimnagar,Telangana
Sree Chaitanya College of Engineering,Karimnagar,Telangana
Sree Chaitanya Institute of Technological Sciences,Karimnagar,Telangana
Vageswari College of Engineering,Karimnagar,Telangana
Sai Spurthy Institute of Technology,Khammam,Telangana
Padmasri Dr. B.V. Raju Institute of Technology,Medak,Telangana
GEETHANJALI COLLEGE OF ENGINEERING AND TECHNOLOGY,Medchal Malkajgiri,Telangana
Balaji Institute of Technology & Science,Narsampet,Telangana
CMR Engineering College,Rangareddy,Telangana
JB Institute of Engineering & Technology,Rangareddy,Telangana
K. G. Reddy College of Engineering & Technology,Rangareddy,Telangana
Samskruti College of Engineering & Technology,Rangareddy,Telangana
Siddhartha Institute of Engineering & Technology,Rangareddy,Telangana
Sreenidi Institute of Science &Technology,Rangareddy,Telangana
Sri Indu College of Engineering and Technology,Rangareddy,Telangana
Sri Indu Institute of Engineering and Technology,Rangareddy,Telangana
Teegala Krishna Reddy Engineering College,Rangareddy,Telangana
Vardhaman College of Engineering,Rangareddy,Telangana
MNR College of Engineering & Technology,Sangareddy,Telangana
Malla Reddy College of Engineering and Technology (Autonomous),Secunderabad,Telangana
Malla Reddy Institute of Engineering and Technology,Secunderabad,Telangana
Malla Reddy Institute of Technology & Science,Secunderabad,Telangana
Narsimhareddy Engineering College,Secunderabad,Telangana
St. Martin's Engineering College,Secunderabad,Telangana
Kakatiya Institute of Technology & Science,Warangal,Telangana
National Institute of Technology Warangal,Warangal,Telangana
SR University,Warangal,Telangana
SVS Group of Institutions,Warangal,Telangana
Vaagdevi College of Engineering,Warangal,Telangana
Vignan Institute of Technology and Science,Yadadri-Bhuvangiri,Telangana
The Institute of Chartered Financial Analysts of India University,Agartala,Tripura
Tripura Institute of Technology,Agartala,Tripura
National Institute of Technology Agartala,Agratala,Tripura
Dayalbagh Educational Institute,Agra,Uttar Pradesh
Raja Balwant Singh Engineering Technical Campus,Agra,Uttar Pradesh
Aligarh Muslim University,Aligarh,Uttar Pradesh
"Rajkiya Engineering College, Ambedkar Nagar",Ambedkar Nagar,Uttar Pradesh
Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh
"Rajkiya Engineering College, Azamgarh",Azamgarh,Uttar Pradesh
Rajkiya Engineering College Banda,Banda,Uttar Pradesh
"Mahatama Jyotiba Phule Rohikhand University, Bareilly",Bareilly,Uttar Pradesh
Rajshree Institute of Management & Technology,Bareilly,Uttar Pradesh
Shri Ram Murti Smarak College of Engineering & Technology,Bareilly,Uttar Pradesh
Indian Institute of Carpet Technology,Bhadohi,Uttar Pradesh
Kunwar Satyavira College of Engineering and Management,Bijnor,Uttar Pradesh
"College of Engineering and Technology, IILM Academy of Higher Learning",Gautam Buddha Nagar,Uttar Pradesh
Gautam Buddha University,Gautam Buddha Nagar,Uttar Pradesh
Amity University,Gautam Budh Nagar,Uttar Pradesh
Galgotias University,Gautam Budh Nagar,Uttar Pradesh
"Jss Academy Of Technical Education, Noida",Gautam Budh Nagar,Uttar Pradesh
ABES Engineering College,Ghaziabad,Uttar Pradesh
"ABES INSTITUTE OF TECHNOLOGY, GHAZIABAD",Ghaziabad,Uttar Pradesh
Ajay Kumar Garg Engineering College,Ghaziabad,Uttar Pradesh
"Dr. K.N. Modi Institute of Engineering and Technology, Modinagar, Ghaziabad",Ghaziabad,Uttar Pradesh
IMS Engineering College,Ghaziabad,Uttar Pradesh
Inderprastha Engineering College,Ghaziabad,Uttar Pradesh
KIET Group of Institutions,Ghaziabad,Uttar Pradesh
NITRA TECHNICAL CAMPUS,Ghaziabad,Uttar Pradesh
R.D.Engineering College,Ghaziabad,Uttar Pradesh
Raj Kumar Goel Institue of Technology,Ghaziabad,Uttar Pradesh
"Raj Kumar Goel Institute of Technology for Women, Ghaziabad",Ghaziabad,Uttar Pradesh
Sanskar College of Engineering & Technology,Ghaziabad,Uttar Pradesh
Buddha Institute of Technology,Gorakhpur,Uttar Pradesh
"Institute of Technology and Management, Gorakhpur",GORAKHPUR,Uttar Pradesh
Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh
Accurate Institute of Management & Technology,Greater Noida,Uttar Pradesh
Dronacharya Group of Institutions,Greater Noida,Uttar Pradesh
G.L.Bajaj Institute of Technology and Management,Greater Noida,Uttar Pradesh
Galgotias College of Engineering & Technology,Greater Noida,Uttar Pradesh
Greater Noida Institute of Technology (Engineering Institute),Greater Noida,Uttar Pradesh
I.T.S ENGINEERING COLLEGE,Greater Noida,Uttar Pradesh
IIMT College Of Engineering,Greater Noida,Uttar Pradesh
"Mangalmay Institute of Engineering and Technology, Greater Noida",Greater Noida,Uttar Pradesh
Noida Institute of Engineering & Technology,Greater Noida,Uttar Pradesh
Sharda University,Greater Noida,Uttar Pradesh
"Veer Bahadur Singh Purvanchal University, Jaunpur",Jaunpur,Uttar Pradesh
Bundelkhand University,Jhansi,Uttar Pradesh
Chatrapati Sahuji Maharaj Kanpur University,Kanpur,Uttar Pradesh
"DR. AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPED, U.P.",Kanpur,Uttar Pradesh
Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh
Kanpur Institute of Technology,Kanpur,Uttar Pradesh
"PRANVEER SINGH INSTITUTE OF TECHNOLOGY, KANPUR",Kanpur,Uttar Pradesh
Uttar Pradesh Textile Technology Institute,Kanpur,Uttar Pradesh
Harcourt Butler Technical University,Kanpur Nagar,Uttar Pradesh
Rama University Uttar Pradesh,Kanpur Nagar,Uttar Pradesh
B N College Of Engineering And Technology Lucknow,Lucknow,Uttar Pradesh
"Bansal Institute of Engineering & Technology,Lucknow",Lucknow,Uttar Pradesh
"Central Institute of Plastics Engineering & Technology, Lucknow",Lucknow,Uttar Pradesh
Centre For Advanced Studies,Lucknow,Uttar Pradesh
Integral University,Lucknow,Uttar Pradesh
"School of Management Sciences, Lucknow",Lucknow,Uttar Pradesh
Shri Ramswaroop Memorial College of Engineering & Management,Lucknow,Uttar Pradesh
"ESHAN COLLEGE OF ENGINEERING, AGRA-MATHURA HIGHWAY, MATHURA",Mathura,Uttar Pradesh
G. L. A. University,Mathura,Uttar Pradesh
Hindustan College of Science & Technology,Mathura,Uttar Pradesh
Sanskriti University,MATHURA,Uttar Pradesh
Dewan V S Institute of Engineering and Technology,Meerut,Uttar Pradesh
"Iimt Engineering College, Meerut",Meerut,Uttar Pradesh
IIMT University Meerut,Meerut,Uttar Pradesh
Meerut Institute of Engineering & Technology,Meerut,Uttar Pradesh
"Meerut Institute Of Technology, Baral, Partapur, Meerut",Meerut,Uttar Pradesh
MORADABAD INSTITUTE OF TECHNOLOGY,Moradabad,Uttar Pradesh
Teerthanker Mahaveer University,Moradabad,Uttar Pradesh
Jaypee Institute of Information Technology,Noida,Uttar Pradesh
Institute of Engg. & Rural Technology,PRAYAGRAJ,Uttar Pradesh
Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh
"Sam Higginbottom Institute of Agriculture, Technology & Sciences",Prayagraj,Uttar Pradesh
United College of Engineering and Research,Prayagraj,Uttar Pradesh
Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),Uttar Pradesh
Glocal University,Saharanpur,Uttar Pradesh
"SACRED HEART INSTITUTE OF MANAGAMENT AND TECHNOLOGY, SITAPUR",SITAPUR,Uttar Pradesh
